BioSample	Environmental_Category
SAMD00433645	Marine Environment
SAMD00433644	Marine Environment
SAMD00433643	Marine Environment
SAMD00433642	Marine Environment
SAMD00433641	Marine Environment
SAMD00433640	Marine Environment
SAMD00433639	Marine Environment
SAMD00433638	Marine Environment
SAMD00433617	Marine Environment
SAMD00433616	Marine Environment
SAMD00433615	Marine Environment
SAMD00433614	Marine Environment
SAMD00433613	Marine Environment
SAMD00433612	Marine Environment
SAMD00433611	Marine Environment
SAMD00433610	Marine Environment
SAMD00433609	Marine Environment
SAMD00433608	Marine Environment
SAMD00433607	Marine Environment
SAMD00433606	Marine Environment
SAMD00433605	Marine Environment
SAMD00433604	Marine Environment
SAMD00433603	Marine Environment
SAMD00433602	Marine Environment
SAMD00433601	Marine Environment
SAMD00433600	Marine Environment
SAMD00433599	Marine Environment
SAMD00433598	Marine Environment
SAMD00433597	Marine Environment
SAMD00433596	Marine Environment
SAMD00433595	Marine Environment
SAMD00433594	Marine Environment
SAMD00433593	Marine Environment
SAMD00433592	Marine Environment
SAMD00662501	Marine Environment
SAMD00662500	Marine Environment
SAMD00662499	Marine Environment
SAMD00662498	Marine Environment
SAMD00662497	Marine Environment
SAMD00662496	Marine Environment
SAMD00662495	Marine Environment
SAMD00662494	Marine Environment
SAMD00662493	Marine Environment
SAMD00662492	Marine Environment
SAMD00662491	Marine Environment
SAMD00662490	Marine Environment
SAMD00662489	Marine Environment
SAMD00662488	Marine Environment
SAMD00662487	Marine Environment
SAMD00662486	Marine Environment
SAMD00662485	Marine Environment
SAMD00662484	Marine Environment
SAMD00662483	Marine Environment
SAMD00662482	Marine Environment
SAMD00662481	Marine Environment
SAMD00662480	Marine Environment
SAMD00662479	Marine Environment
SAMD00662478	Marine Environment
SAMD00662477	Marine Environment
SAMD00662476	Marine Environment
SAMD00662475	Marine Environment
SAMD00662474	Marine Environment
SAMD00662473	Marine Environment
SAMD00662472	Marine Environment
SAMD00662471	Marine Environment
SAMD00662470	Marine Environment
SAMD00662469	Marine Environment
SAMD00662468	Marine Environment
SAMD00662467	Marine Environment
SAMD00662466	Marine Environment
SAMD00662465	Marine Environment
SAMD00662464	Marine Environment
SAMD00662463	Marine Environment
SAMD00662462	Marine Environment
SAMD00662421	Marine Environment
SAMD00662420	Marine Environment
SAMD00561222	Animal-Associated
SAMD00561221	Animal-Associated
SAMD00561220	Animal-Associated
SAMD00561219	Animal-Associated
SAMD00561218	Animal-Associated
SAMD00561217	Animal-Associated
SAMD00432838	Animal-Associated
SAMD00432837	Animal-Associated
SAMD00432836	Animal-Associated
SAMD00432835	Animal-Associated
SAMD00432834	Animal-Associated
SAMD00432833	Animal-Associated
SAMD00432832	Animal-Associated
SAMD00432816	Animal-Associated
SAMD00432815	Animal-Associated
SAMD00432814	Animal-Associated
SAMD00432813	Animal-Associated
SAMD00432812	Animal-Associated
SAMD00432811	Animal-Associated
SAMD00432810	Animal-Associated
SAMD00432809	Animal-Associated
SAMD00432808	Animal-Associated
SAMD00432807	Animal-Associated
SAMD00432806	Animal-Associated
SAMD00432805	Animal-Associated
SAMD00432804	Animal-Associated
SAMD00432803	Animal-Associated
SAMD00432802	Animal-Associated
SAMD00432801	Animal-Associated
SAMD00432800	Animal-Associated
SAMD00432799	Animal-Associated
SAMD00432798	Animal-Associated
SAMD00432797	Animal-Associated
SAMD00432796	Animal-Associated
SAMD00432795	Animal-Associated
SAMD00432794	Animal-Associated
SAMD00432793	Animal-Associated
SAMD00432792	Animal-Associated
SAMD00432791	Animal-Associated
SAMD00432790	Animal-Associated
SAMD00432789	Animal-Associated
SAMD00432788	Animal-Associated
SAMD00432787	Animal-Associated
SAMD00432786	Animal-Associated
SAMD00432785	Animal-Associated
SAMD00432784	Animal-Associated
SAMD00432783	Animal-Associated
SAMD00432782	Animal-Associated
SAMD00432781	Animal-Associated
SAMD00432780	Animal-Associated
SAMD00432779	Animal-Associated
SAMD00432778	Animal-Associated
SAMD00432777	Animal-Associated
SAMD00432776	Animal-Associated
SAMD00432775	Animal-Associated
SAMD00432774	Animal-Associated
SAMD00432773	Animal-Associated
SAMD00432772	Animal-Associated
SAMD00432771	Animal-Associated
SAMD00432770	Animal-Associated
SAMD00432769	Animal-Associated
SAMD00432768	Animal-Associated
SAMD00432767	Animal-Associated
SAMD00432766	Animal-Associated
SAMD00432765	Animal-Associated
SAMD00432764	Animal-Associated
SAMD00432763	Animal-Associated
SAMD00432762	Animal-Associated
SAMD00432761	Animal-Associated
SAMD00432760	Animal-Associated
SAMD00432759	Animal-Associated
SAMD00432758	Animal-Associated
SAMD00432757	Animal-Associated
SAMD00432756	Animal-Associated
SAMD00432755	Animal-Associated
SAMD00432754	Animal-Associated
SAMD00432753	Animal-Associated
SAMD00432752	Animal-Associated
SAMD00432751	Animal-Associated
SAMD00432750	Animal-Associated
SAMD00432749	Animal-Associated
SAMD00432748	Animal-Associated
SAMD00432747	Animal-Associated
SAMD00432746	Animal-Associated
SAMD00432745	Animal-Associated
SAMD00432744	Animal-Associated
SAMD00432743	Animal-Associated
SAMD00432839	Animal-Associated
SAMD00432742	Animal-Associated
SAMD00432741	Animal-Associated
SAMD00432740	Animal-Associated
SAMD00432739	Animal-Associated
SAMD00432738	Animal-Associated
SAMD00432737	Animal-Associated
SAMD00432736	Animal-Associated
SAMD00432735	Animal-Associated
SAMD00432734	Animal-Associated
SAMD00432733	Animal-Associated
SAMD00432732	Animal-Associated
SAMD00432731	Animal-Associated
SAMD00432730	Animal-Associated
SAMD00432729	Animal-Associated
SAMD00432728	Animal-Associated
SAMD00432727	Animal-Associated
SAMD00432726	Animal-Associated
SAMD00432725	Animal-Associated
SAMD00432724	Animal-Associated
SAMD00432723	Animal-Associated
SAMD00432722	Animal-Associated
SAMD00432721	Animal-Associated
SAMD00432720	Animal-Associated
SAMD00432719	Animal-Associated
SAMD00432718	Animal-Associated
SAMD00432717	Animal-Associated
SAMD00432716	Animal-Associated
SAMD00432715	Animal-Associated
SAMD00432714	Animal-Associated
SAMD00432713	Animal-Associated
SAMD00432712	Animal-Associated
SAMD00432711	Animal-Associated
SAMD00432710	Animal-Associated
SAMD00432709	Animal-Associated
SAMD00432708	Animal-Associated
SAMD00432707	Animal-Associated
SAMD00432706	Animal-Associated
SAMD00432705	Animal-Associated
SAMD00432704	Animal-Associated
SAMD00432695	Animal-Associated
SAMD00580709	Soil
SAMD00580707	Soil
SAMD00580705	Soil
SAMD00580703	Soil
SAMD00580701	Soil
SAMD00580699	Soil
SAMD00580697	Soil
SAMD00580695	Soil
SAMD00580693	Soil
SAMD00580691	Soil
SAMD00580689	Soil
SAMD00580687	Soil
SAMD00580685	Soil
SAMD00580683	Soil
SAMD00580681	Soil
SAMD00580679	Soil
SAMD00580677	Soil
SAMD00580675	Soil
SAMD00580673	Soil
SAMD00580671	Soil
SAMD00580669	Soil
SAMD00580667	Soil
SAMD00580665	Soil
SAMD00580663	Soil
SAMD00580661	Soil
SAMD00580659	Soil
SAMD00580657	Soil
SAMD00580655	Soil
SAMD00580653	Soil
SAMD00580651	Soil
SAMD00580649	Soil
SAMD00580647	Soil
SAMD00580645	Soil
SAMD00580643	Soil
SAMD00580641	Soil
SAMD00580639	Soil
SAMD00580637	Soil
SAMD00580635	Soil
SAMD00580633	Soil
SAMD00580631	Soil
SAMD00580629	Soil
SAMD00580627	Soil
SAMD00580625	Soil
SAMD00580623	Soil
SAMD00580621	Soil
SAMD00580619	Soil
SAMD00580617	Soil
SAMD00580615	Soil
SAMD00580613	Soil
SAMD00580611	Soil
SAMD00580609	Soil
SAMD00580607	Soil
SAMD00580605	Soil
SAMD00580603	Soil
SAMD00580601	Soil
SAMD00580599	Soil
SAMD00580597	Soil
SAMD00580595	Soil
SAMD00580593	Soil
SAMD00580591	Soil
SAMD00580589	Soil
SAMD00580587	Soil
SAMD00580585	Soil
SAMD00580583	Soil
SAMD00580581	Soil
SAMD00580579	Soil
SAMD00580577	Soil
SAMD00580495	Soil
SAMD00580493	Soil
SAMD00580491	Soil
SAMD00580489	Soil
SAMD00580487	Soil
SAMD00580485	Soil
SAMD00580483	Soil
SAMD00580481	Soil
SAMD00580479	Soil
SAMD00580477	Soil
SAMD00580475	Soil
SAMD00580473	Soil
SAMD00580471	Soil
SAMD00580469	Soil
SAMD00580467	Soil
SAMD00580465	Soil
SAMD00580463	Soil
SAMD00580461	Soil
SAMD00580459	Soil
SAMD00580457	Soil
SAMD00580455	Soil
SAMD00580453	Soil
SAMD00580451	Soil
SAMD00580449	Soil
SAMD00580447	Soil
SAMD00580445	Soil
SAMD00580443	Soil
SAMD00580441	Soil
SAMD00580439	Soil
SAMD00580437	Soil
SAMD00580435	Soil
SAMD00580433	Soil
SAMD00580431	Soil
SAMD00580429	Soil
SAMD00580427	Soil
SAMD00580425	Soil
SAMD00580423	Soil
SAMD00580421	Soil
SAMD00580419	Soil
SAMD00580417	Soil
SAMD00580575	Soil
SAMD00580573	Soil
SAMD00580571	Soil
SAMD00580569	Soil
SAMD00580567	Soil
SAMD00580565	Soil
SAMD00580563	Soil
SAMD00580561	Soil
SAMD00580559	Soil
SAMD00580557	Soil
SAMD00580555	Soil
SAMD00580553	Soil
SAMD00580551	Soil
SAMD00580549	Soil
SAMD00580547	Soil
SAMD00580545	Soil
SAMD00580543	Soil
SAMD00580541	Soil
SAMD00580539	Soil
SAMD00580537	Soil
SAMD00580535	Soil
SAMD00580533	Soil
SAMD00580531	Soil
SAMD00580529	Soil
SAMD00580527	Soil
SAMD00580525	Soil
SAMD00580523	Soil
SAMD00580521	Soil
SAMD00580519	Soil
SAMD00580517	Soil
SAMD00580515	Soil
SAMD00580513	Soil
SAMD00580511	Soil
SAMD00580509	Soil
SAMD00580507	Soil
SAMD00580505	Soil
SAMD00580503	Soil
SAMD00580501	Soil
SAMD00580499	Soil
SAMD00580497	Soil
SAMD00580415	Soil
SAMD00580413	Soil
SAMD00580411	Soil
SAMD00580409	Soil
SAMD00580407	Soil
SAMD00580405	Soil
SAMD00580403	Soil
SAMD00580401	Soil
SAMD00580399	Soil
SAMD00580397	Soil
SAMD00580395	Soil
SAMD00580393	Soil
SAMD00580391	Soil
SAMD00580389	Soil
SAMD00580387	Soil
SAMD00580385	Soil
SAMD00580383	Soil
SAMD00580381	Soil
SAMD00580379	Soil
SAMD00580377	Soil
SAMD00580375	Soil
SAMD00580373	Soil
SAMD00580371	Soil
SAMD00580369	Soil
SAMD00580367	Soil
SAMD00580365	Soil
SAMD00580363	Soil
SAMD00580361	Soil
SAMD00580359	Soil
SAMD00580357	Soil
SAMD00580355	Soil
SAMD00580353	Soil
SAMD00580351	Soil
SAMD00580349	Soil
SAMD00580347	Soil
SAMD00580345	Soil
SAMD00580343	Soil
SAMD00580341	Soil
SAMD00580339	Soil
SAMD00580337	Soil
SAMD00580335	Soil
SAMD00580333	Soil
SAMD00580331	Soil
SAMD00580329	Soil
SAMD00580327	Soil
SAMD00580325	Soil
SAMD00580323	Soil
SAMD00580321	Soil
SAMD00580319	Soil
SAMD00580317	Soil
SAMD00580315	Soil
SAMD00580313	Soil
SAMD00580311	Soil
SAMD00580309	Soil
SAMD00580307	Soil
SAMD00580305	Soil
SAMD00580303	Soil
SAMD00580301	Soil
SAMD00580299	Soil
SAMD00580297	Soil
SAMD00580295	Soil
SAMD00580293	Soil
SAMD00580291	Soil
SAMD00580289	Soil
SAMD00580287	Soil
SAMD00580285	Soil
SAMD00580283	Soil
SAMD00580281	Soil
SAMD00580279	Soil
SAMD00580277	Soil
SAMD00580275	Soil
SAMD00580273	Soil
SAMD00580271	Soil
SAMD00580269	Soil
SAMD00580267	Soil
SAMD00580265	Soil
SAMD00580263	Soil
SAMD00580261	Soil
SAMD00580259	Soil
SAMD00580257	Soil
SAMD00494307	Marine Environment
SAMD00494306	Marine Environment
SAMD00494305	Marine Environment
SAMD00494304	Marine Environment
SAMD00494303	Marine Environment
SAMD00494302	Marine Environment
SAMD00494301	Marine Environment
SAMD00494300	Marine Environment
SAMD00494299	Marine Environment
SAMD00494298	Marine Environment
SAMD00494297	Marine Environment
SAMD00494296	Marine Environment
SAMD00494295	Marine Environment
SAMD00494294	Marine Environment
SAMD00494293	Marine Environment
SAMD00494292	Marine Environment
SAMD00494291	Marine Environment
SAMD00494290	Marine Environment
SAMD00494289	Marine Environment
SAMD00494288	Marine Environment
SAMD00494287	Marine Environment
SAMD00494286	Marine Environment
SAMD00494285	Marine Environment
SAMD00494284	Marine Environment
SAMD00494283	Marine Environment
SAMD00494282	Marine Environment
SAMD00494281	Marine Environment
SAMD00494280	Marine Environment
SAMD00494279	Marine Environment
SAMD00494278	Marine Environment
SAMD00494277	Marine Environment
SAMD00494276	Marine Environment
SAMD00494275	Marine Environment
SAMD00494274	Marine Environment
SAMD00494273	Marine Environment
SAMD00494272	Marine Environment
SAMD00494271	Marine Environment
SAMD00494270	Marine Environment
SAMD00494269	Marine Environment
SAMD00494268	Marine Environment
SAMD00494267	Marine Environment
SAMD00494266	Marine Environment
SAMD00561012	Wastewater/Contaminated
SAMD00561011	Wastewater/Contaminated
SAMD00561010	Wastewater/Contaminated
SAMD00561009	Wastewater/Contaminated
SAMD00561008	Freshwater
SAMD00561007	Freshwater
SAMD00561006	Freshwater
SAMD00561005	Freshwater
SAMD00561004	Freshwater
SAMD00561003	Freshwater
SAMD00561002	Freshwater
SAMD00561001	Freshwater
SAMD00587253	Animal-Associated
SAMD00587252	Animal-Associated
SAMD00587251	Animal-Associated
SAMD00587250	Animal-Associated
SAMD00587249	Animal-Associated
SAMD00587248	Animal-Associated
SAMD00587247	Animal-Associated
SAMD00587246	Animal-Associated
SAMD00579164	Soil
SAMD00579163	Soil
SAMD00579162	Soil
SAMD00579161	Soil
SAMD00579160	Soil
SAMD00579159	Soil
SAMD00618027	Soil
SAMD00618026	Soil
SAMD00618025	Soil
SAMD00618024	Soil
SAMD00618023	Soil
SAMD00618022	Soil
SAMD00618021	Soil
SAMD00618020	Soil
SAMD00618019	Soil
SAMD00618018	Soil
SAMD00618017	Soil
SAMD00618016	Soil
SAMD00618015	Soil
SAMD00618014	Soil
SAMD00618013	Soil
SAMD00618012	Soil
SAMD00618011	Soil
SAMD00618010	Soil
SAMD00618009	Soil
SAMD00618008	Soil
SAMD00618007	Soil
SAMD00618006	Soil
SAMD00618005	Soil
SAMD00618004	Soil
SAMD00618003	Soil
SAMD00618002	Soil
SAMD00618001	Soil
SAMD00618000	Soil
SAMD00617999	Soil
SAMD00617998	Soil
SAMD00586365	Rhizosphere
SAMD00586364	Rhizosphere
SAMD00586363	Soil
SAMD00586362	Soil
SAMD00586361	Rhizosphere
SAMD00586360	Rhizosphere
SAMD00586359	Rhizosphere
SAMD00586358	Rhizosphere
SAMD00586357	Rhizosphere
SAMD00586356	Rhizosphere
SAMD00586355	Soil
SAMD00586354	Soil
SAMD00586353	Rhizosphere
SAMD00586352	Rhizosphere
SAMD00586351	Rhizosphere
SAMD00586350	Rhizosphere
SAMD00586349	Rhizosphere
SAMD00586348	Rhizosphere
SAMD00586347	Soil
SAMD00586346	Soil
SAMD00586345	Rhizosphere
SAMD00586344	Rhizosphere
SAMD00586343	Rhizosphere
SAMD00586342	Rhizosphere
SAMD00586341	Rhizosphere
SAMD00586340	Rhizosphere
SAMD00586339	Soil
SAMD00586338	Soil
SAMD00586337	Rhizosphere
SAMD00586336	Rhizosphere
SAMD00586335	Rhizosphere
SAMD00586334	Rhizosphere
SAMD00586333	Rhizosphere
SAMD00586332	Rhizosphere
SAMD00586331	Soil
SAMD00586330	Soil
SAMD00586329	Rhizosphere
SAMD00586328	Rhizosphere
SAMD00586327	Rhizosphere
SAMD00586326	Rhizosphere
SAMD00586325	Rhizosphere
SAMD00586324	Rhizosphere
SAMD00586323	Soil
SAMD00586322	Soil
SAMD00586321	Rhizosphere
SAMD00586320	Rhizosphere
SAMD00586319	Rhizosphere
SAMD00586318	Rhizosphere
SAMD00586317	Rhizosphere
SAMD00586316	Rhizosphere
SAMD00586315	Soil
SAMD00586314	Soil
SAMD00586313	Rhizosphere
SAMD00586312	Rhizosphere
SAMD00586311	Rhizosphere
SAMD00586310	Rhizosphere
SAMD00586309	Rhizosphere
SAMD00586308	Rhizosphere
SAMD00586307	Soil
SAMD00586306	Soil
SAMD00586305	Rhizosphere
SAMD00586304	Rhizosphere
SAMD00586303	Rhizosphere
SAMD00586302	Rhizosphere
SAMD00589399	Rhizosphere
SAMD00589398	Rhizosphere
SAMD00589397	Rhizosphere
SAMD00589396	Rhizosphere
SAMD00589395	Rhizosphere
SAMD00589394	Rhizosphere
SAMD00589393	Rhizosphere
SAMD00589392	Rhizosphere
SAMD00589391	Rhizosphere
SAMD00589390	Rhizosphere
SAMD00589389	Rhizosphere
SAMD00589388	Rhizosphere
SAMD00589387	Rhizosphere
SAMD00589386	Rhizosphere
SAMD00589385	Rhizosphere
SAMD00586241	Soil
SAMD00586240	Soil
SAMD00586239	Soil
SAMD00586238	Soil
SAMD00586237	Soil
SAMD00586236	Soil
SAMD00586235	Soil
SAMD00586234	Soil
SAMD00586233	Soil
SAMD00585579	Soil
SAMD00585578	Soil
SAMD00585577	Soil
SAMD00585576	Soil
SAMD00585575	Soil
SAMD00585574	Soil
SAMD00585573	Soil
SAMD00585572	Soil
SAMD00585571	Soil
SAMD00535751	Marine Environment
SAMD00535750	Marine Environment
SAMD00535749	Marine Environment
SAMD00535748	Marine Environment
SAMD00535747	Marine Environment
SAMD00535746	Marine Environment
SAMD00535745	Marine Environment
SAMD00535744	Marine Environment
SAMD00535743	Marine Environment
SAMD00535742	Marine Environment
SAMD00535741	Marine Environment
SAMD00535740	Marine Environment
SAMD00535739	Marine Environment
SAMD00535738	Marine Environment
SAMD00535737	Marine Environment
SAMD00535736	Marine Environment
SAMD00535735	Marine Environment
SAMD00535734	Marine Environment
SAMD00535733	Marine Environment
SAMD00535732	Marine Environment
SAMD00535731	Marine Environment
SAMD00535730	Marine Environment
SAMD00535729	Marine Environment
SAMD00535728	Marine Environment
SAMD00535727	Marine Environment
SAMD00535726	Marine Environment
SAMD00535725	Marine Environment
SAMD00535724	Marine Environment
SAMD00535723	Marine Environment
SAMD00535722	Marine Environment
SAMD00535721	Marine Environment
SAMD00535720	Marine Environment
SAMD00535719	Marine Environment
SAMD00535718	Marine Environment
SAMD00535717	Marine Environment
SAMD00535716	Marine Environment
SAMD00535715	Marine Environment
SAMD00535714	Marine Environment
SAMD00535713	Marine Environment
SAMD00535712	Marine Environment
SAMD00535711	Marine Environment
SAMD00535710	Marine Environment
SAMD00535709	Marine Environment
SAMD00535708	Marine Environment
SAMD00535707	Marine Environment
SAMD00535706	Marine Environment
SAMD00535705	Marine Environment
SAMD00535704	Marine Environment
SAMD00535703	Marine Environment
SAMD00535702	Marine Environment
SAMD00535701	Marine Environment
SAMD00535700	Marine Environment
SAMD00535699	Marine Environment
SAMD00535698	Marine Environment
SAMD00535697	Marine Environment
SAMD00535696	Marine Environment
SAMD00535695	Marine Environment
SAMD00535694	Marine Environment
SAMD00535693	Marine Environment
SAMD00535692	Marine Environment
SAMD00535691	Marine Environment
SAMD00535690	Marine Environment
SAMD00535689	Marine Environment
SAMD00535688	Marine Environment
